FID,Shape *,OBJECTID,ID,COMMUNE_IN,COMMUNE,LIEU_IGN,VESTIGES_I,CHRONO_BEG,DATE_START,CHRONO_END,DATE_ENDE,TSlice_1,TSlice_2,TSlice_3,TSlice_4,TSlice_5,TSlice_6,PROTOHISTO,HISTOIRE,AGE_DU_BRO,AGE_DU_FER,GALLO_ROMA,MOYEN_AGE,BRONZE_ANC,BRONZE_FIN,PREMIER_AG,SECOND_AGE,REPUBLIQUE,HAUT_EMPIR,BAS_EMPIRE,HAUT_MOYEN,MOYEN_AG_1,BZ_FINAL_1,BZ_FINAL_2,BZ_FINAL_3,HA_A,HA_B,HA_C,HA_D,LT_A_LT_I,LT_B_LT_II,LT_C__T_II,LT_FINAL,LT_D_LT_IV,EZ_8__Jh_,EZ__7__Jh_,EZ__6__Jh_,EZ__5__Jh_,EZ__4__Jh_,EZ__3__Jh_,RE_2___Jh_,RE_1__Jh_,HE_1__Jh_,HE_2__Jh_,HE_3__Jh_,BE_4__Jh_,BE_5__Jh_,BRF_2A,BRF_2B,BRF_3A,BRF_3B,HA_A1,HA_A2,HA_B1,HA_B2,HA_B3,HA_C1,HA_C2,HA_D1,HA_D2,HA_D3,LT_A1,LT_A2,LT_B1,LT_B2,LT_C1,LT_C2,LT_D1,LT_D2,RE_1__H__2,RE_2__H__2,RE_1__H__1,HE_2__H__1,HE_1__H__1,HE_2__H__2,HE_1__H__2,HE_2__H__3,HE_1__H__3,HE_2__H__4,BE_1__H__4,BE_2__H__4,BE_1__H__5,BE_2__H__5,x,y,DEPARTEMEN,REGION,Siedlungss
275,Point,276,2355,26339,Savasse,Les Vignauds,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840905.92,6390967.33,Drôme,Rhône-Alpes,Villa
276,Point,277,2392,26344,Soyans,Gaytal,sanctuaire païen,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862494.16,6393099.55,Drôme,Rhône-Alpes,Heiligtum
277,Point,278,2396,26345,Suze-la-Rousse,Chez M. Roux. rive droite du Lez. près de la limite Drôme - Vaucluse,atelier de terre cuite architecturale,GALLO-ROMAIN,-120,MOYEN AGE,1492,0,0,0,1,1,1,0,1,0,0,0.5,0.5,0,0,0,0,1,0.3,0.3,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844081.35,6356061.32,Drôme,Rhône-Alpes,Teil der Siedlung
278,Point,279,2397,26345,Suze-la-Rousse,Bourg. Vieux Suze,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846695.6,6356250.02,Drôme,Rhône-Alpes,Siedlung
279,Point,280,2403,26345,Suze-la-Rousse,L'Estagnol. zone ouest de la Paupaille,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846322.99,6358420.25,Drôme,Rhône-Alpes,Villa
280,Point,281,2405,26345,Suze-la-Rousse,Saint-Bach,habitat groupé,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844251.9,6355435.16,Drôme,Rhône-Alpes,Siedlung
281,Point,282,2407,26345,Suze-la-Rousse,Lignane,villa,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849420.56,6354583.54,Drôme,Rhône-Alpes,Villa
282,Point,283,2419,26345,Suze-la-Rousse,Saint-Turquoit,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846903.48,6358099.62,Drôme,Rhône-Alpes,Siedlung
283,Point,284,2420,26345,Suze-la-Rousse,Route de Sainte-Cécile les Vignes,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847243.84,6355733.87,Drôme,Rhône-Alpes,Siedlung
284,Point,285,2421,26345,Suze-la-Rousse,Le Grand Vallat,occupation,GALLO-ROMAIN,-120,PERIODE RECENT,2001,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0.3,0.3,0.3,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846891.87,6356866.33,Drôme,Rhône-Alpes,Nutzungsareal
285,Point,286,2445,26346,Suze-sur-Crest,Les Tuilières,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867510.2,6410008.38,Drôme,Rhône-Alpes,Villa
286,Point,287,2447,26346,Suze-sur-Crest,Le Mas,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865878.49,6408220.5,Drôme,Rhône-Alpes,Villa
287,Point,288,2448,26346,Suze-sur-Crest,La Maison Carrée,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867286.37,6408000.82,Drôme,Rhône-Alpes,Villa
288,Point,289,2449,26346,Suze-sur-Crest,Dardat,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866605.78,6406446.18,Drôme,Rhône-Alpes,Villa
289,Point,290,2460,26348,Taulignan,Peyriol (propriétaire M. Rousson),villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858067.61,6372035.51,Drôme,Rhône-Alpes,Villa
290,Point,291,2465,26348,Taulignan,Le Grenouillat,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858200.34,6372039.52,Drôme,Rhône-Alpes,Nutzungsareal
291,Point,292,2466,26348,Taulignan,Molière,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857922.74,6372347,Drôme,Rhône-Alpes,Nutzungsareal
292,Point,293,2468,26348,Taulignan,Les Corps Neufs,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859313.77,6373416,Drôme,Rhône-Alpes,Nutzungsareal
293,Point,294,2481,26352,La Touche,Au nord de la Chênue,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850573.5,6382079.04,Drôme,Rhône-Alpes,Nutzungsareal
294,Point,295,2482,26353,Les Tourrettes,La Mure,villa. bains privés,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843042.6,6398192.18,Drôme,Rhône-Alpes,Villa
295,Point,296,2488,26354,Treschenu-Creyers,Ravin du Moulin Vieux,carrière,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901329.05,6400780.4,Drôme,Rhône-Alpes,Nutzungsareal
296,Point,297,2491,26357,Tulette,Notre-Dame du Roure,sanctuaire païen,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852408.66,6355335.56,Drôme,Rhône-Alpes,Heiligtum
297,Point,298,2492,26357,Tulette,Quartier du Roure,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852863.26,6355704.07,Drôme,Rhône-Alpes,Villa
298,Point,299,2505,26358,Upie,Les Tuilières,atelier de terre cuite architecturale,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858061.44,6412205.27,Drôme,Rhône-Alpes,Teil der Siedlung
299,Point,300,2510,26358,Upie,Bourg ?,agglomération secondaire,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856491.41,6413648.29,Drôme,Rhône-Alpes,Kleinstadt
300,Point,301,2513,26358,Upie,Saint-Baudile,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856733.52,6414212.78,Drôme,Rhône-Alpes,Villa
301,Point,302,2524,26360,Valaurie,La Croix du Grès,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842545.83,6370147.96,Drôme,Rhône-Alpes,Villa
302,Point,303,2530,26360,Valaurie,Peillard,occupation,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843133.62,6369825.64,Drôme,Rhône-Alpes,Nutzungsareal
303,Point,304,2535,26360,Valaurie,Les Echaravelles,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842611.99,6370408.58,Drôme,Rhône-Alpes,Villa
304,Point,305,2552,26362,Valence,Avenue Tricastin et rue Pêcherie,maison,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848812.89,6427645.14,Drôme,Rhône-Alpes,Teil der Siedlung
305,Point,306,2559,26362,Valence,Plateau de Lotagne,habitat. défense,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849658.46,6425036.5,Drôme,Rhône-Alpes,Siedlung
306,Point,307,2566,26362,Valence,Côte des Chapeliers et place Laennec,amphithéâtre,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849059.95,6427979.78,Drôme,Rhône-Alpes,Teil der Siedlung
307,Point,308,2567,26362,Valence,Boulevard Bancel,enceinte urbaine,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849374.14,6427521.59,Drôme,Rhône-Alpes,Befestigung
308,Point,309,2572,26362,Valence,Place de la Porte Neuve,enceinte urbaine,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849234.9,6427512.37,Drôme,Rhône-Alpes,Befestigung
309,Point,310,2573,26362,Valence,Ville Haute. Vieille Ville,enceinte urbaine,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849536.5,6427829.56,Drôme,Rhône-Alpes,Befestigung
310,Point,311,2593,26362,Valence,Maninet,habitat. chemin,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850941.14,6424727.71,Drôme,Rhône-Alpes,Siedlung
311,Point,312,2597,26362,Valence,Ville Haute,ville,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849255.43,6427795.27,Drôme,Rhône-Alpes,Teil der Siedlung
312,Point,313,2624,26362,Valence,Côte Sainte-Ursule,théâtre,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849183.6,6428016.41,Drôme,Rhône-Alpes,Teil der Siedlung
313,Point,314,2640,26362,Valence,Plateau de Lotagne,défense,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849783.98,6424712.11,Drôme,Rhône-Alpes,Befestigung
314,Point,315,2645,26362,Valence,Ville Basse,ville,GALLO-ROMAIN,-120,PERIODE RECENT,2001,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0.3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848940.14,6427772.61,Drôme,Rhône-Alpes,Stadt
315,Point,316,2659,26362,Valence,Place des Ormeaux,enceinte urbaine,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849002.55,6427575.13,Drôme,Rhône-Alpes,Befestigung
316,Point,317,2660,26362,Valence,Rues d'Arménie et Bouffier,habitat,REPUBLIQUE,-120,REPUBLIQUE,-27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,849460.87,6427860.41,Drôme,Rhône-Alpes,Siedlung
317,Point,318,2683,26362,Valence,Plateau de Lotagne,camp militaire,SECOND AGE DU FER,-500,HAUT-EMPIRE,293,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,1,1,0,0,0,0.25,0.25,0.25,1,1,1,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,849988.11,6424822.9,Drôme,Rhône-Alpes,Befestigung
318,Point,319,2691,26367,Venterol,Les Estangs,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866321.43,6365075.3,Drôme,Rhône-Alpes,Villa
319,Point,320,2693,26367,Venterol,La Clastre Basse,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867576.56,6366468.28,Drôme,Rhône-Alpes,Siedlung
320,Point,321,2694,26367,Venterol,Château Ratier,défense,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866504.14,6368979.37,Drôme,Rhône-Alpes,Befestigung
321,Point,322,2697,26367,Venterol,Les Commanderies. proche des Banastels,habitat. eau et hydraulique,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865471.5,6368539.82,Drôme,Rhône-Alpes,Siedlung
322,Point,323,2703,26367,Venterol,Les Banastels,habitat,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865528.27,6368214.49,Drôme,Rhône-Alpes,Siedlung
323,Point,324,2704,26368,Vercheny,Saint-Pierre. Les Barrières. entre la voie ferrée. le ruisseau et la route,villa,GALLO-ROMAIN,-120,GALLO-ROMAIN,443,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878099.23,6402312.65,Drôme,Rhône-Alpes,Villa
